"cell_id","cell_class","variant_id","scenario_id","n_x","n_y","moment_type","interval_id","metric","successes","denominator","estimate","mcse","wilson_lower","wilson_upper"
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","exact_count_certified",0,2032,0,0,0,0.00188691452571133
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","simplicity_certified",0,2032,0,0,0,0.00188691452571133
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","exact_count_statement_true",0,2032,0,0,0,0.00188691452571133
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","false_exact_count_report",0,2032,0,0,0,0.00188691452571133
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","bracket_covers_root",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","brackets_cover_all_distinct_roots",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","false_bracket_report",0,2032,0,0,0,0.00188691452571133
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","outer_band_contains_root",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","outer_set_covers_truth",1925,2032,0.947342519685039,0.00495474947531258,0.936759808285905,0.956237036887449
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","numerical_outer_contains_root",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","numerical_outer_contains_all_roots",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","false_outer_report",107,2032,0.0526574803149606,0.00495474947531258,0.0437629631125504,0.0632401917140948
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","tangency_localization_applicable",0,2032,0,0,0,0.00188691452571133
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","tangency_local_outer_nonempty",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","tangency_truncated_local_outer_nonempty",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","tangency_truncated_local_touches_left_boundary",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","tangency_truncated_local_touches_right_boundary",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","tangency_truncated_local_censored_by_window",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","tangency_global_geometry_applicable",0,2032,0,0,0,0.00188691452571133
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","tangency_global_geometry_conditioned_on_continuum_band_coverage",0,2032,0,0,0,0.00188691452571133
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","tangency_global_outer_nonempty_conditional_on_continuum_band_coverage",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","tangency_global_outer_contains_root_conditional_on_continuum_band_coverage",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","tangency_global_outer_touches_K_left_conditional_on_continuum_band_coverage",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","tangency_global_outer_touches_K_right_conditional_on_continuum_band_coverage",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","tangency_global_outer_touches_K_boundary_conditional_on_continuum_band_coverage",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","tangency_global_root_component_present_conditional_on_continuum_band_coverage",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","tangency_global_root_component_touches_K_left_conditional_on_continuum_band_coverage",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","tangency_global_root_component_touches_K_right_conditional_on_continuum_band_coverage",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","tangency_global_root_component_touches_K_boundary_conditional_on_continuum_band_coverage",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","root_isolation_applicable",0,2032,0,0,0,0.00188691452571133
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","root_isolation_success",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","root_isolation_limit_hit",0,0,,,,
"M001_LN_EQUAL_n50","benchmark","main_primary","LN_EQUAL",50,50,"absolute","K2","root_isolation_all_tolerances_met",0,0,,,,
